,Images,Irradiance,Validation
0,/content/New_Data/New_Test_Folder/0/555.97,0,False
1,/content/New_Data/New_Test_Folder/1/460.67,0,False
2,/content/New_Data/New_Test_Folder/2/623.62,0,False
3,/content/New_Data/New_Test_Folder/3/694.82,0,False
4,/content/New_Data/New_Test_Folder/4/573.59,0,False
5,/content/New_Data/New_Test_Folder/5/558.65,0,False
6,/content/New_Data/New_Test_Folder/6/459.35,0,False
7,/content/New_Data/New_Test_Folder/7/519.57,0,False
8,/content/New_Data/New_Test_Folder/8/407.11,0,False
9,/content/New_Data/New_Test_Folder/9/453.0,0,False
10,/content/New_Data/New_Test_Folder/10/389.28,0,False
11,/content/New_Data/New_Test_Folder/11/294.58,0,False
12,/content/New_Data/New_Test_Folder/12/380.81,0,False
13,/content/New_Data/New_Test_Folder/13/300.86,0,False
14,/content/New_Data/New_Test_Folder/14/199.59,0,False
15,/content/New_Data/New_Test_Folder/15/233.86,0,False
16,/content/New_Data/New_Test_Folder/16/160.29,0,False
17,/content/New_Data/New_Test_Folder/17/93.15,0,False
18,/content/New_Data/New_Test_Folder/18/92.53,0,False
19,/content/New_Data/New_Test_Folder/19/64.91,0,False
20,/content/New_Data/New_Test_Folder/20/41.13,0,False
21,/content/New_Data/New_Test_Folder/21/16.71,0,False
22,/content/New_Data/New_Test_Folder/22/4.22,0,False
23,/content/New_Data/New_Test_Folder/23/186.83,0,False
24,/content/New_Data/New_Test_Folder/24/236.57,0,False
25,/content/New_Data/New_Test_Folder/25/294.96,0,False
26,/content/New_Data/New_Test_Folder/26/337.09,0,False
27,/content/New_Data/New_Test_Folder/27/365.15,0,False
28,/content/New_Data/New_Test_Folder/28/397.28,0,False
29,/content/New_Data/New_Test_Folder/29/471.47,0,False
30,/content/New_Data/New_Test_Folder/30/545.79,0,False
31,/content/New_Data/New_Test_Folder/31/581.86,0,False
32,/content/New_Data/New_Test_Folder/32/625.51,0,False
33,/content/New_Data/New_Test_Folder/33/668.36,0,False
34,/content/New_Data/New_Test_Folder/34/701.99,0,False
35,/content/New_Data/New_Test_Folder/35/744.63,0,False
36,/content/New_Data/New_Test_Folder/36/821.06,0,False
37,/content/New_Data/New_Test_Folder/37/877.17,0,False
38,/content/New_Data/New_Test_Folder/38/903.78,0,False
39,/content/New_Data/New_Test_Folder/39/867.8,0,False
40,/content/New_Data/New_Test_Folder/40/948.57,0,False
41,/content/New_Data/New_Test_Folder/41/963.89,0,False
42,/content/New_Data/New_Test_Folder/42/981.56,0,False
43,/content/New_Data/New_Test_Folder/43/1001.2,0,False
44,/content/New_Data/New_Test_Folder/44/1008.5,0,False
45,/content/New_Data/New_Test_Folder/45/955.59,0,False
46,/content/New_Data/New_Test_Folder/46/1019.5,0,False
47,/content/New_Data/New_Test_Folder/47/965.12,0,False
48,/content/New_Data/New_Test_Folder/48/1007.4,0,False
49,/content/New_Data/New_Test_Folder/49/737.5,0,False
50,/content/New_Data/New_Test_Folder/50/989.89,0,False
51,/content/New_Data/New_Test_Folder/51/887.97,0,False
52,/content/New_Data/New_Test_Folder/52/722.63,0,False
53,/content/New_Data/New_Test_Folder/53/880.84,0,False
54,/content/New_Data/New_Test_Folder/54/851.96,0,False
55,/content/New_Data/New_Test_Folder/55/835.03,0,False
56,/content/New_Data/New_Test_Folder/56/830.21,0,False
57,/content/New_Data/New_Test_Folder/57/796.94,0,False
58,/content/New_Data/New_Test_Folder/58/620.21,0,False
59,/content/New_Data/New_Test_Folder/59/691.14,0,False
60,/content/New_Data/New_Test_Folder/60/632.84,0,False
61,/content/New_Data/New_Test_Folder/61/586.08,0,False
62,/content/New_Data/New_Test_Folder/62/552.39,0,False
63,/content/New_Data/New_Test_Folder/63/504.0,0,False
64,/content/New_Data/New_Test_Folder/64/517.13,0,False
65,/content/New_Data/New_Test_Folder/65/488.66,0,False
66,/content/New_Data/New_Test_Folder/66/432.04,0,False
67,/content/New_Data/New_Test_Folder/67/371.33,0,False
68,/content/New_Data/New_Test_Folder/68/317.31,0,False
69,/content/New_Data/New_Test_Folder/69/262.32,0,False
70,/content/New_Data/New_Test_Folder/70/209.01,0,False
71,/content/New_Data/New_Test_Folder/71/157.54,0,False
72,/content/New_Data/New_Test_Folder/72/109.15,0,False
73,/content/New_Data/New_Test_Folder/73/67.18,0,False
74,/content/New_Data/New_Test_Folder/74/32.87,0,False
75,/content/New_Data/New_Test_Folder/75/9.71,0,False
76,/content/New_Data/New_Test_Folder/76/0.84,0,False
77,/content/New_Data/New_Test_Folder/77/193.44,0,False
78,/content/New_Data/New_Test_Folder/78/212.32,0,False
79,/content/New_Data/New_Test_Folder/79/302.55,0,False
80,/content/New_Data/New_Test_Folder/80/350.43,0,False
81,/content/New_Data/New_Test_Folder/81/397.64,0,False
82,/content/New_Data/New_Test_Folder/82/447.02,0,False
83,/content/New_Data/New_Test_Folder/83/495.22,0,False
84,/content/New_Data/New_Test_Folder/84/542.62,0,False
85,/content/New_Data/New_Test_Folder/85/587.43,0,False
86,/content/New_Data/New_Test_Folder/86/631.11,0,False
87,/content/New_Data/New_Test_Folder/87/672.19,0,False
88,/content/New_Data/New_Test_Folder/88/711.93,0,False
89,/content/New_Data/New_Test_Folder/89/750.62,0,False
90,/content/New_Data/New_Test_Folder/90/790.32,0,False
91,/content/New_Data/New_Test_Folder/91/818.79,0,False
92,/content/New_Data/New_Test_Folder/92/857.05,0,False
93,/content/New_Data/New_Test_Folder/93/886.3,0,False
94,/content/New_Data/New_Test_Folder/94/912.9,0,False
95,/content/New_Data/New_Test_Folder/95/930.93,0,False
96,/content/New_Data/New_Test_Folder/96/953.61,0,False
97,/content/New_Data/New_Test_Folder/97/974.63,0,False
98,/content/New_Data/New_Test_Folder/98/994.9,0,False
99,/content/New_Data/New_Test_Folder/99/1003.8,0,False
100,/content/New_Data/New_Test_Folder/100/998.36,0,False
101,/content/New_Data/New_Test_Folder/101/1007.4,0,False
102,/content/New_Data/New_Test_Folder/102/989.62,0,False
103,/content/New_Data/New_Test_Folder/103/967.36,0,False
104,/content/New_Data/New_Test_Folder/104/943.27,0,False
105,/content/New_Data/New_Test_Folder/105/926.04,0,False
106,/content/New_Data/New_Test_Folder/106/912.09,0,False
107,/content/New_Data/New_Test_Folder/107/892.05,0,False
108,/content/New_Data/New_Test_Folder/108/873.02,0,False
109,/content/New_Data/New_Test_Folder/109/857.54,0,False
110,/content/New_Data/New_Test_Folder/110/841.7,0,False
111,/content/New_Data/New_Test_Folder/111/824.03,0,False
112,/content/New_Data/New_Test_Folder/112/799.82,0,False
113,/content/New_Data/New_Test_Folder/113/738.77,0,False
114,/content/New_Data/New_Test_Folder/114/681.68,0,False
115,/content/New_Data/New_Test_Folder/115/636.9,0,False
116,/content/New_Data/New_Test_Folder/116/602.16,0,False
117,/content/New_Data/New_Test_Folder/117/573.31,0,False
118,/content/New_Data/New_Test_Folder/118/557.01,0,False
119,/content/New_Data/New_Test_Folder/119/536.55,0,False
120,/content/New_Data/New_Test_Folder/120/487.39,0,False
121,/content/New_Data/New_Test_Folder/121/430.65,0,False
122,/content/New_Data/New_Test_Folder/122/372.27,0,False
123,/content/New_Data/New_Test_Folder/123/314.6,0,False
124,/content/New_Data/New_Test_Folder/124/263.14,0,False
125,/content/New_Data/New_Test_Folder/125/212.26,0,False
126,/content/New_Data/New_Test_Folder/126/163.67,0,False
127,/content/New_Data/New_Test_Folder/127/115.97,0,False
128,/content/New_Data/New_Test_Folder/128/71.81,0,False
129,/content/New_Data/New_Test_Folder/129/34.99,0,False
130,/content/New_Data/New_Test_Folder/130/10.2,0,False
131,/content/New_Data/New_Test_Folder/131/1.57,0,False
132,/content/New_Data/New_Test_Folder/132/67.12,0,False
133,/content/New_Data/New_Test_Folder/133/99.27,0,False
134,/content/New_Data/New_Test_Folder/134/137.07,0,False
135,/content/New_Data/New_Test_Folder/135/159.78,0,False
136,/content/New_Data/New_Test_Folder/136/160.3,0,False
137,/content/New_Data/New_Test_Folder/137/242.34,0,False
138,/content/New_Data/New_Test_Folder/138/243.0,0,False
139,/content/New_Data/New_Test_Folder/139/256.57,0,False
140,/content/New_Data/New_Test_Folder/140/220.56,0,False
141,/content/New_Data/New_Test_Folder/141/186.04,0,False
142,/content/New_Data/New_Test_Folder/142/200.84,0,False
143,/content/New_Data/New_Test_Folder/143/203.39,0,False
144,/content/New_Data/New_Test_Folder/144/278.33,0,False
145,/content/New_Data/New_Test_Folder/145/464.89,0,False
146,/content/New_Data/New_Test_Folder/146/297.59,0,False
147,/content/New_Data/New_Test_Folder/147/288.04,0,False
148,/content/New_Data/New_Test_Folder/148/577.23,0,False
149,/content/New_Data/New_Test_Folder/149/452.66,0,False
150,/content/New_Data/New_Test_Folder/150/321.58,0,False
151,/content/New_Data/New_Test_Folder/151/358.19,0,False
152,/content/New_Data/New_Test_Folder/152/431.42,0,False
153,/content/New_Data/New_Test_Folder/153/221.23,0,False
154,/content/New_Data/New_Test_Folder/154/180.14,0,False
155,/content/New_Data/New_Test_Folder/155/210.82,0,False
156,/content/New_Data/New_Test_Folder/156/235.96,0,False
157,/content/New_Data/New_Test_Folder/157/192.54,0,False
158,/content/New_Data/New_Test_Folder/158/220.76,0,False
159,/content/New_Data/New_Test_Folder/159/211.91,0,False
160,/content/New_Data/New_Test_Folder/160/203.32,0,False
161,/content/New_Data/New_Test_Folder/161/252.2,0,False
162,/content/New_Data/New_Test_Folder/162/247.02,0,False
163,/content/New_Data/New_Test_Folder/163/265.65,0,False
164,/content/New_Data/New_Test_Folder/164/317.27,0,False
165,/content/New_Data/New_Test_Folder/165/275.81,0,False
166,/content/New_Data/New_Test_Folder/166/279.12,0,False
167,/content/New_Data/New_Test_Folder/167/250.71,0,False
168,/content/New_Data/New_Test_Folder/168/159.76,0,False
169,/content/New_Data/New_Test_Folder/169/169.97,0,False
170,/content/New_Data/New_Test_Folder/170/171.84,0,False
171,/content/New_Data/New_Test_Folder/171/291.54,0,False
172,/content/New_Data/New_Test_Folder/172/233.86,0,False
173,/content/New_Data/New_Test_Folder/173/224.51,0,False
174,/content/New_Data/New_Test_Folder/174/331.65,0,False
175,/content/New_Data/New_Test_Folder/175/314.83,0,False
176,/content/New_Data/New_Test_Folder/176/143.93,0,False
177,/content/New_Data/New_Test_Folder/177/82.18,0,False
178,/content/New_Data/New_Test_Folder/178/57.06,0,False
179,/content/New_Data/New_Test_Folder/179/27.0,0,False
180,/content/New_Data/New_Test_Folder/180/25.39,0,False
181,/content/New_Data/New_Test_Folder/181/22.14,0,False
182,/content/New_Data/New_Test_Folder/182/18.95,0,False
183,/content/New_Data/New_Test_Folder/183/13.57,0,False
184,/content/New_Data/New_Test_Folder/184/7.94,0,False
185,/content/New_Data/New_Test_Folder/185/3.22,0,False
186,/content/New_Data/New_Test_Folder/186/0.55,0,False
187,/content/New_Data/New_Test_Folder/187/33.5,0,False
188,/content/New_Data/New_Test_Folder/188/49.41,0,False
189,/content/New_Data/New_Test_Folder/189/78.95,0,False
190,/content/New_Data/New_Test_Folder/190/85.59,0,False
191,/content/New_Data/New_Test_Folder/191/87.62,0,False
192,/content/New_Data/New_Test_Folder/192/133.14,0,False
193,/content/New_Data/New_Test_Folder/193/153.21,0,False
194,/content/New_Data/New_Test_Folder/194/214.66,0,False
195,/content/New_Data/New_Test_Folder/195/273.53,0,False
196,/content/New_Data/New_Test_Folder/196/352.73,0,False
197,/content/New_Data/New_Test_Folder/197/468.84,0,False
198,/content/New_Data/New_Test_Folder/198/680.8,0,False
199,/content/New_Data/New_Test_Folder/199/420.98,0,False
200,/content/New_Data/New_Test_Folder/200/538.62,0,False
201,/content/New_Data/New_Test_Folder/201/789.06,0,False
202,/content/New_Data/New_Test_Folder/202/838.87,0,False
203,/content/New_Data/New_Test_Folder/203/780.02,0,False
204,/content/New_Data/New_Test_Folder/204/770.63,0,False
205,/content/New_Data/New_Test_Folder/205/836.03,0,False
206,/content/New_Data/New_Test_Folder/206/860.2,0,False
207,/content/New_Data/New_Test_Folder/207/651.08,0,False
208,/content/New_Data/New_Test_Folder/208/852.03,0,False
209,/content/New_Data/New_Test_Folder/209/874.55,0,False
210,/content/New_Data/New_Test_Folder/210/876.35,0,False
211,/content/New_Data/New_Test_Folder/211/864.39,0,False
212,/content/New_Data/New_Test_Folder/212/791.85,0,False
213,/content/New_Data/New_Test_Folder/213/758.66,0,False
214,/content/New_Data/New_Test_Folder/214/933.52,0,False
215,/content/New_Data/New_Test_Folder/215/952.37,0,False
216,/content/New_Data/New_Test_Folder/216/955.95,0,False
217,/content/New_Data/New_Test_Folder/217/934.73,0,False
218,/content/New_Data/New_Test_Folder/218/454.61,0,False
219,/content/New_Data/New_Test_Folder/219/515.49,0,False
220,/content/New_Data/New_Test_Folder/220/322.43,0,False
221,/content/New_Data/New_Test_Folder/221/194.39,0,False
222,/content/New_Data/New_Test_Folder/222/251.01,0,False
223,/content/New_Data/New_Test_Folder/223/351.62,0,False
224,/content/New_Data/New_Test_Folder/224/203.29,0,False
225,/content/New_Data/New_Test_Folder/225/388.11,0,False
226,/content/New_Data/New_Test_Folder/226/207.4,0,False
227,/content/New_Data/New_Test_Folder/227/261.01,0,False
228,/content/New_Data/New_Test_Folder/228/248.62,0,False
229,/content/New_Data/New_Test_Folder/229/227.57,0,False
230,/content/New_Data/New_Test_Folder/230/224.18,0,False
231,/content/New_Data/New_Test_Folder/231/171.5,0,False
232,/content/New_Data/New_Test_Folder/232/144.38,0,False
233,/content/New_Data/New_Test_Folder/233/161.0,0,False
234,/content/New_Data/New_Test_Folder/234/113.51,0,False
235,/content/New_Data/New_Test_Folder/235/101.3,0,False
236,/content/New_Data/New_Test_Folder/236/93.39,0,False
237,/content/New_Data/New_Test_Folder/237/77.41,0,False
238,/content/New_Data/New_Test_Folder/238/49.17,0,False
239,/content/New_Data/New_Test_Folder/239/13.98,0,False
240,/content/New_Data/New_Test_Folder/240/4.11,0,False
241,/content/New_Data/New_Test_Folder/241/0.94,0,False
242,/content/New_Data/New_Test_Folder/242/26.57,0,False
243,/content/New_Data/New_Test_Folder/243/24.73,0,False
244,/content/New_Data/New_Test_Folder/244/29.16,0,False
245,/content/New_Data/New_Test_Folder/245/48.52,0,False
246,/content/New_Data/New_Test_Folder/246/40.21,0,False
247,/content/New_Data/New_Test_Folder/247/35.64,0,False
248,/content/New_Data/New_Test_Folder/248/44.28,0,False
249,/content/New_Data/New_Test_Folder/249/44.68,0,False
250,/content/New_Data/New_Test_Folder/250/49.28,0,False
251,/content/New_Data/New_Test_Folder/251/84.31,0,False
252,/content/New_Data/New_Test_Folder/252/106.62,0,False
253,/content/New_Data/New_Test_Folder/253/105.58,0,False
254,/content/New_Data/New_Test_Folder/254/113.72,0,False
255,/content/New_Data/New_Test_Folder/255/93.17,0,False
256,/content/New_Data/New_Test_Folder/256/77.33,0,False
257,/content/New_Data/New_Test_Folder/257/84.23,0,False
258,/content/New_Data/New_Test_Folder/258/105.97,0,False
259,/content/New_Data/New_Test_Folder/259/135.48,0,False
260,/content/New_Data/New_Test_Folder/260/162.72,0,False
261,/content/New_Data/New_Test_Folder/261/137.16,0,False
262,/content/New_Data/New_Test_Folder/262/144.09,0,False
263,/content/New_Data/New_Test_Folder/263/71.33,0,False
264,/content/New_Data/New_Test_Folder/264/34.98,0,False
265,/content/New_Data/New_Test_Folder/265/27.14,0,False
266,/content/New_Data/New_Test_Folder/266/41.89,0,False
267,/content/New_Data/New_Test_Folder/267/100.77,0,False
268,/content/New_Data/New_Test_Folder/268/111.5,0,False
269,/content/New_Data/New_Test_Folder/269/276.13,0,False
270,/content/New_Data/New_Test_Folder/270/300.77,0,False
271,/content/New_Data/New_Test_Folder/271/897.24,0,False
272,/content/New_Data/New_Test_Folder/272/883.86,0,False
273,/content/New_Data/New_Test_Folder/273/754.5,0,False
274,/content/New_Data/New_Test_Folder/274/688.9,0,False
