path,name,snow,day,node
./images/all/1667264426267338234-sample.jpg,1667264426267338234-sample.jpg,False,False,W014
./images/all/1667268026223554747-sample.jpg,1667268026223554747-sample.jpg,False,False,W014
./images/all/1667271626481836137-sample.jpg,1667271626481836137-sample.jpg,False,False,W014
./images/all/1667275235122805818-sample.jpg,1667275235122805818-sample.jpg,False,False,W014
./images/all/1667278826897222790-sample.jpg,1667278826897222790-sample.jpg,False,False,W014
./images/all/1667282425873686305-sample.jpg,1667282425873686305-sample.jpg,False,False,W014
./images/all/1667286026460498231-sample.jpg,1667286026460498231-sample.jpg,False,False,W014
./images/all/1667289626521516304-sample.jpg,1667289626521516304-sample.jpg,False,False,W014
./images/all/1667293228350687719-sample.jpg,1667293228350687719-sample.jpg,False,False,W014
./images/all/1667296830321063957-sample.jpg,1667296830321063957-sample.jpg,False,False,W014
./images/all/1667300427855573360-sample.jpg,1667300427855573360-sample.jpg,False,False,W014
./images/all/1667304027073268820-sample.jpg,1667304027073268820-sample.jpg,False,True,W014
./images/all/1667307626177011498-sample.jpg,1667307626177011498-sample.jpg,False,True,W014
./images/all/1667311226084456608-sample.jpg,1667311226084456608-sample.jpg,False,True,W014
./images/all/1667314825994045296-sample.jpg,1667314825994045296-sample.jpg,False,True,W014
./images/all/1667318429835314694-sample.jpg,1667318429835314694-sample.jpg,False,True,W014
./images/all/1667322026668100894-sample.jpg,1667322026668100894-sample.jpg,False,True,W014
./images/all/1667325626743857154-sample.jpg,1667325626743857154-sample.jpg,False,True,W014
./images/all/1667329226575940422-sample.jpg,1667329226575940422-sample.jpg,False,True,W014
./images/all/1667332826760097813-sample.jpg,1667332826760097813-sample.jpg,False,True,W014
./images/all/1667336426756981749-sample.jpg,1667336426756981749-sample.jpg,False,True,W014
./images/all/1667340027805262791-sample.jpg,1667340027805262791-sample.jpg,False,True,W014
./images/all/1667343629476706066-sample.jpg,1667343629476706066-sample.jpg,False,True,W014
./images/all/1667347226290314811-sample.jpg,1667347226290314811-sample.jpg,False,False,W014
./images/all/1667350827216347092-sample.jpg,1667350827216347092-sample.jpg,False,False,W014
./images/all/1667354427254818677-sample.jpg,1667354427254818677-sample.jpg,False,False,W014
./images/all/1667358026161279449-sample.jpg,1667358026161279449-sample.jpg,False,False,W014
./images/all/1667361628074564282-sample.jpg,1667361628074564282-sample.jpg,False,False,W014
./images/all/1667365225825722367-sample.jpg,1667365225825722367-sample.jpg,False,False,W014
./images/all/1667368826741037477-sample.jpg,1667368826741037477-sample.jpg,False,False,W014
./images/all/1667372426475152867-sample.jpg,1667372426475152867-sample.jpg,False,False,W014
./images/all/1667376026404736554-sample.jpg,1667376026404736554-sample.jpg,False,False,W014
./images/all/1667379626418977374-sample.jpg,1667379626418977374-sample.jpg,False,False,W014
./images/all/1667383226306907724-sample.jpg,1667383226306907724-sample.jpg,False,False,W014
./images/all/1667386825903362365-sample.jpg,1667386825903362365-sample.jpg,False,False,W014
./images/all/1667390426002615258-sample.jpg,1667390426002615258-sample.jpg,False,True,W014
./images/all/1667394027634734838-sample.jpg,1667394027634734838-sample.jpg,False,True,W014
./images/all/1667397626709336718-sample.jpg,1667397626709336718-sample.jpg,False,True,W014
./images/all/1667401226646673805-sample.jpg,1667401226646673805-sample.jpg,False,True,W014
./images/all/1667404827126652499-sample.jpg,1667404827126652499-sample.jpg,False,True,W014
./images/all/1667408426849508907-sample.jpg,1667408426849508907-sample.jpg,False,True,W014
./images/all/1667412026780885026-sample.jpg,1667412026780885026-sample.jpg,False,True,W014
./images/all/1667415626536478909-sample.jpg,1667415626536478909-sample.jpg,False,True,W014
./images/all/1667419230045392783-sample.jpg,1667419230045392783-sample.jpg,False,True,W014
./images/all/1667422827583061032-sample.jpg,1667422827583061032-sample.jpg,False,True,W014
./images/all/1667426426279642761-sample.jpg,1667426426279642761-sample.jpg,False,True,W014
./images/all/1667430027064069997-sample.jpg,1667430027064069997-sample.jpg,False,True,W014
./images/all/1667433626206238633-sample.jpg,1667433626206238633-sample.jpg,False,False,W014
./images/all/1667437226699834296-sample.jpg,1667437226699834296-sample.jpg,False,False,W014
./images/all/1667440826203119253-sample.jpg,1667440826203119253-sample.jpg,False,False,W014
./images/all/1667444427566263837-sample.jpg,1667444427566263837-sample.jpg,False,False,W014
./images/all/1667448026369384900-sample.jpg,1667448026369384900-sample.jpg,False,False,W014
./images/all/1667451626015296242-sample.jpg,1667451626015296242-sample.jpg,False,False,W014
./images/all/1667455226805845322-sample.jpg,1667455226805845322-sample.jpg,False,False,W014
./images/all/1667458826748555334-sample.jpg,1667458826748555334-sample.jpg,False,False,W014
./images/all/1667462426482373894-sample.jpg,1667462426482373894-sample.jpg,False,False,W014
./images/all/1667466026430163748-sample.jpg,1667466026430163748-sample.jpg,False,False,W014
